,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
GRE02,0.16853932584269662,0.3488372093023256,0.035211267605633804,0.3488372093023256,0.035211267605633804,0.0,0.0,0.0,0.0,0.06741573033707865
BOD15,0.10377358490566038,0.1864406779661017,0.01870748299319728,0.1864406779661017,0.01870748299319728,0.0,0.0,0.0,0.0,0.0660377358490566
CFE06,0.09210526315789473,0.16279069767441862,0.01627906976744186,0.16279069767441862,0.01627906976744186,0.0,0.0,0.0,0.0,0.10526315789473684
BFC04,0.10714285714285714,0.20833333333333334,0.02094972067039106,0.20833333333333334,0.02094972067039106,0.0,0.0,0.0,0.0,0.06428571428571428
BOD06,0.10619469026548672,0.2608695652173913,0.02608695652173913,0.2608695652173913,0.02608695652173913,0.0,0.0,0.0,0.0,0.035398230088495575
LDV07,0.17037037037037037,0.3026315789473684,0.030263157894736843,0.3026315789473684,0.030263157894736843,0.0,0.0,0.0,0.0,0.14074074074074075
GRE13,0.12871287128712872,0.24528301886792453,0.024714828897338403,0.24528301886792453,0.024714828897338403,0.0,0.0,0.0,0.0,0.039603960396039604
BOD04,0.10869565217391304,0.20833333333333334,0.020833333333333332,0.20833333333333334,0.020833333333333332,0.0,0.0,0.0,0.0,0.043478260869565216
AMU05,0.13333333333333333,0.26666666666666666,0.02666666666666667,0.26666666666666666,0.02666666666666667,0.0,0.0,0.0,0.0,0.14444444444444443
AMU04,0.11926605504587157,0.2708333333333333,0.027083333333333334,0.2708333333333333,0.027083333333333334,0.0,0.0,0.0,0.0,0.0
LYO08,0.1111111111111111,0.23529411764705882,0.023622047244094488,0.23529411764705882,0.023622047244094488,0.0,0.0,0.0,0.0,0.08333333333333333
AMU08,0.07142857142857142,0.17777777777777778,0.017777777777777778,0.17777777777777778,0.017777777777777778,0.0,0.0,0.0,0.0,0.0625
PES02,0.1415929203539823,0.2807017543859649,0.028070175438596492,0.2807017543859649,0.028070175438596492,0.0,0.0,0.0,0.0,0.04424778761061947
LRE07,0.30927835051546393,0.5454545454545454,0.05454545454545454,0.5454545454545454,0.05454545454545454,0.0,0.0,0.0,0.0,0.21649484536082475
HES02,0.22950819672131148,0.509090909090909,0.051094890510948905,0.509090909090909,0.051094890510948905,0.0,0.0,0.0,0.0,0.10655737704918032
POF02,0.13157894736842105,0.24390243902439024,0.02444987775061125,0.24390243902439024,0.02444987775061125,0.0,0.0,0.0,0.0,0.05263157894736842
