,emb_axis_0,emb_axis_1,emb_axis_2,emb_axis_3,emb_axis_4,emb_axis_5,emb_axis_6,emb_axis_7,emb_axis_8,emb_axis_9,emb_axis_10,emb_axis_11,emb_axis_12,emb_axis_13,emb_axis_14,emb_axis_15,emb_axis_16,emb_axis_17,emb_axis_18,emb_axis_19,emb_axis_20,emb_axis_21,emb_axis_22,emb_axis_23,emb_axis_24,emb_axis_25,emb_axis_26,emb_axis_27,emb_axis_28,emb_axis_29,emb_axis_30,emb_axis_31,emb_axis_32,emb_axis_33,emb_axis_34,emb_axis_35,emb_axis_36,emb_axis_37,emb_axis_38,emb_axis_39,emb_axis_40,emb_axis_41,emb_axis_42,emb_axis_43,emb_axis_44,emb_axis_45,emb_axis_46,emb_axis_47,emb_axis_48,emb_axis_49,emb_axis_50,emb_axis_51,emb_axis_52,emb_axis_53,emb_axis_54,emb_axis_55,emb_axis_56,emb_axis_57,emb_axis_58,emb_axis_59,emb_axis_60,emb_axis_61,emb_axis_62,emb_axis_63,emb_axis_64,emb_axis_65,emb_axis_66,emb_axis_67,emb_axis_68,emb_axis_69,emb_axis_70,emb_axis_71,emb_axis_72,emb_axis_73,emb_axis_74,emb_axis_75,emb_axis_76,emb_axis_77,emb_axis_78,emb_axis_79,emb_axis_80,emb_axis_81,emb_axis_82,emb_axis_83,emb_axis_84,emb_axis_85,emb_axis_86,emb_axis_87,emb_axis_88,emb_axis_89,emb_axis_90,emb_axis_91,emb_axis_92,emb_axis_93,emb_axis_94,emb_axis_95,emb_axis_96,emb_axis_97,emb_axis_98,emb_axis_99
GRE01,0.3754702,0.54591906,-0.11522253,-0.09154115,0.9321203,0.13935769,0.42520973,-1.88221,0.16025795,0.4498366,0.5375295,-0.5034367,0.4998203,-0.17765132,1.124108,-0.2708992,0.068989284,-0.8736927,0.7174727,-0.65262175,-0.6552273,1.3552083,-1.5626138,0.4999269,0.8974871,-1.0808297,1.4481888,0.14329642,-0.42643383,-1.3855524,0.085971944,0.68873173,0.3650413,-0.24655765,0.28804335,1.4768413,0.0029929557,1.662504,0.3830987,-0.18324032,0.46919224,0.6475289,-2.7167158,-1.3093737,0.43048236,0.1376957,-1.7852852,-0.5051959,-0.7637534,0.1194954,-0.2901535,-1.0080845,0.6544712,0.38902232,-0.48030493,-2.4597728,-1.0428883,1.5723503,0.23069726,-1.1900768,-0.0411169,-0.3581893,0.20163205,0.94582564,1.1687189,-0.21658121,0.43254218,0.54701126,0.4961476,1.6692723,-0.8614676,-1.8309556,0.58978736,-0.645236,-0.8163579,0.88314545,-1.0422845,0.98693717,0.41372842,-1.6030262,0.6441259,1.3854834,-0.05725811,0.6525656,-0.32757735,0.40847528,0.18438168,0.82318246,0.1143088,-0.36704874,1.6144165,-0.2882022,-1.369457,-0.0094227325,-0.7601137,1.5993938,0.19435056,0.010551625,-0.39051884,0.8154289
GRE04,-0.38073957,-0.048323654,-0.34075087,0.29606196,0.9718029,0.6985911,0.3186142,-0.9150954,-0.7179448,-0.08149428,0.77650946,-0.774009,1.6354733,-0.035245925,1.3673903,-1.0121498,-0.24028105,-0.30395928,0.3700534,-0.4511812,-0.07478099,0.6425576,-0.6881503,-0.2855179,0.22140154,-1.388081,1.5662372,-0.32880354,-0.7692603,-0.7222029,0.79079336,0.20366727,-0.021930367,-0.5351417,1.1758312,0.9645972,-0.09929314,1.8320804,0.31995723,0.26798755,0.9172568,-0.14853677,-2.7335665,-2.1245556,-1.2046078,-0.68173105,-0.96454287,-0.16846846,-1.3819176,-0.1674099,-0.30144206,-0.43730643,0.32984513,0.7656971,-0.8042608,-2.6569343,-0.92932445,1.2278402,1.8315948,-1.3746108,-0.30794084,-0.4808232,0.32016593,0.6126674,1.6709948,-0.30924517,-0.2942203,0.05811046,0.96986157,0.87009317,-0.71441627,-2.2888985,-0.7492006,-0.20649049,-1.9688414,0.88345474,0.21787156,0.7136408,1.1707869,-0.26878524,0.7866969,1.6569362,0.58629644,0.5949106,-0.052630216,-0.019339416,1.1028876,0.4637192,1.3046523,-0.29778475,1.9563905,0.50110954,-0.479437,-0.2386275,0.17583025,0.3030865,0.1581329,-0.35796985,0.7057975,-0.2613088
OCM07,0.23621824,0.30238464,0.5139797,0.42292023,1.1986817,-0.6425931,-0.09053497,-1.8915005,-0.02676919,0.31412768,0.97425973,-0.2570334,1.2586079,-0.4398538,-0.06913219,-0.8346872,0.59643763,-0.9275301,1.0230576,-0.76777864,0.7450785,0.18956846,-0.98979014,-0.33125964,1.2560292,-0.52792716,1.5521176,0.7660081,0.038586892,0.0981132,0.37186044,-0.34843627,-0.5435238,0.053769972,-0.2527419,1.0973624,1.5373918,0.35326242,0.8190429,-1.2771668,-0.42827678,0.025428658,-1.0943846,-0.08986271,-0.87066877,1.6050824,-0.27081284,-1.272442,-0.33419508,0.27029946,-0.31048897,-0.021848608,0.3202462,1.1833872,0.82062674,-1.2226697,-1.5011191,1.3163366,0.1372506,-0.9305497,-0.7030193,-0.5874308,-0.063478075,-0.035100378,0.16204748,-0.54127586,-0.29786646,-0.1414083,0.07382438,0.6296783,-0.35195524,-0.6068811,-0.5794151,-0.24439144,-0.9004709,-0.44442105,0.09554606,0.05193022,0.18641032,-0.34776917,0.7177856,1.6109418,0.4251062,-0.08336417,0.21067554,0.09479122,-0.106738664,-0.13661149,-0.33690998,-0.9465069,1.4622601,0.32320336,-0.50273,-0.16552709,0.06973013,0.76648843,-1.0391977,-0.50907826,0.83007663,0.33630964
LOR09,0.63525426,-0.0711828,0.34105027,0.37040558,1.0016747,-0.058065776,0.43747383,-0.34882137,-0.81699055,-0.08980955,-0.2299108,0.7787316,0.6171859,-1.3411458,0.5242281,-0.19214985,0.96667266,-0.6609198,1.3924378,-0.20971298,0.29542404,-0.13743767,-1.1876831,0.057548042,0.50838757,-0.7068507,0.66561496,-0.092097595,-1.9261065,-0.25507516,0.75181746,-1.0571516,-0.0419428,-0.54641634,-2.0876966,1.0276412,1.6774417,1.1984978,0.25028405,0.36794898,-0.03307519,-0.12453998,-1.3729627,-1.6492746,-1.3482758,0.26936215,-1.454732,-1.0990832,-1.2676483,1.3189034,0.012965597,-0.66429836,1.4397051,0.6286183,1.1283512,-1.8597426,-2.2515652,1.1623529,0.65728605,-1.267182,-0.053790577,-0.57532525,0.6844912,1.2726376,0.5010823,-0.8138249,-0.20257695,0.5051954,-0.20544036,1.3894538,-0.38531527,-0.7954245,-0.06398784,-0.3871226,-0.6762166,-0.034399416,0.32325044,1.3663284,0.96022594,0.50771904,0.3391699,0.68440586,-0.2442095,-0.011381617,0.31856292,0.07725529,1.2109921,1.0258532,0.38942617,-0.24002853,-0.12301367,0.64309925,-1.0803156,0.34373096,0.1740094,1.26328,-0.57955,0.29993927,0.013775561,0.2573112
LDV10,0.76995236,-0.025651071,0.5099794,0.28805614,0.91850674,0.17673714,0.59811276,-1.562968,-0.03669568,-1.4677968,0.45089754,0.29244012,2.1628282,-0.027639803,0.37138125,0.35131812,0.06960773,-0.6311016,0.587297,0.48362583,0.13160574,-0.28029045,-0.30048582,-0.12803592,0.026795559,-2.228808,1.3920952,1.1465496,-1.1178013,0.039895322,1.4269341,1.2504088,-0.21111876,-1.1817998,0.46150133,1.1146405,-0.7224371,1.3434802,-0.2544591,-0.6047363,0.13707216,-0.6356906,-3.4342692,-0.25631192,-0.07557266,-0.45465678,-0.343313,-0.09034421,-1.0906392,-0.5914276,-0.42758766,0.3795702,-0.08429926,0.7291498,0.118696555,-2.3720036,-1.1480746,1.2482687,0.64471555,-1.3595366,-0.36161795,-0.75182635,-0.09348538,1.6372714,0.66112316,-0.55040914,-0.85470253,1.395045,-1.0253938,1.4908831,0.05202334,-2.2751548,0.2550043,-1.2040436,-2.081406,0.10693974,-0.4386743,1.1572719,0.33430782,0.049826134,0.60275614,1.7588966,-0.4697482,0.36422622,0.89268833,-0.8566863,0.15089694,-0.010646913,0.6838765,-0.09955403,1.6760681,-0.11983922,-0.7406595,-0.7090322,1.1880713,0.29969636,0.26824903,-0.4321154,-0.19041328,1.6180416
PES03,0.5333083,0.17858331,-0.58334845,0.4416544,0.54032856,-0.1801613,0.073579885,-1.5357695,-0.1292546,-1.1061374,1.079898,0.15507495,0.8123175,-0.0650746,-0.10806556,0.13225521,-0.049601167,0.7593224,0.19786322,-0.4474998,1.7767795,0.5440172,-0.8841687,0.13096154,0.45770928,-1.6608202,1.0545868,0.6297399,-1.3745494,-0.65021455,0.7316492,-0.14770688,-0.8990811,-0.82260776,-0.012548072,1.8080641,0.85763353,1.4649168,0.2099108,-0.14211173,-0.11486732,-0.5085726,-2.2621136,-1.2652895,-0.5845661,-0.09127973,-1.1424788,-0.67376286,-1.3603824,1.0678009,-0.95046765,-1.2800738,0.683964,1.3780153,0.5289404,-1.5991343,-1.2284362,1.7480451,-0.63989794,-1.8188925,0.03671445,-0.60228366,0.8372582,2.1170328,2.1105201,-0.16929586,0.013553562,0.6808152,0.38022777,1.0101731,-0.6624753,-1.4827201,0.2338111,0.3690157,-1.3198777,-0.29435498,0.13935173,1.2717042,1.4840236,-0.66213,0.76166475,2.1921363,0.68149394,0.87885535,0.62096864,-1.5263815,0.0014629115,-0.22904916,-0.41679707,0.20346038,3.0080142,-0.55719125,-0.8315938,-1.0481979,0.7558299,0.3926024,0.5718062,-0.3735356,-0.4836157,-0.21914154
UPS05,2.2759833,0.45826566,0.4308065,-1.2519847,0.37656188,-0.47272584,1.2387837,-1.5366111,-0.10292528,0.3941428,0.29310027,-1.1314118,0.4159965,0.49957666,1.5660409,-0.8167208,-0.2474725,-2.0645792,0.7186109,-1.2411575,1.1912026,0.2294216,-0.92293173,0.53084797,-0.087611586,-1.4230205,1.0212741,0.20577548,-2.5381634,0.2841378,0.12838826,0.337794,-0.022038119,-0.30510053,-0.81380224,0.8369177,1.9564664,2.2790835,0.3580713,-0.47566742,-0.27821925,-0.044238877,-2.670437,-2.1888213,-0.7465004,0.38011608,-1.9130796,-1.3600055,-0.38477856,0.64016145,1.0284098,-0.8083012,0.31929624,1.038094,-0.9004266,-2.8575685,-1.1414214,2.3913772,2.2405598,-0.77529997,-0.6714315,-0.7142665,0.07965181,1.515481,2.1400228,-0.65633017,-1.2833928,-0.13575801,-0.24086674,1.7372655,-2.186616,-2.936191,-0.8625665,-0.40319282,-1.6639311,-0.5756481,-0.8169056,2.36783,0.65690076,0.17757335,-0.024069317,1.5323333,-0.09721088,-0.19577554,0.65946186,-0.03154847,-0.8277714,1.5954304,-0.11856234,-0.73159087,2.4358566,-0.5304572,0.7916022,-0.06833963,1.2839601,-0.04786546,0.62247634,-0.88906443,0.06796498,0.580035
NOR10,0.6045443,0.7504838,0.01714204,-0.36908534,1.3947787,0.43525484,0.66181546,-1.6383438,0.79898787,1.3387603,-0.5206123,0.194235,1.0594348,-0.83088726,0.3656911,-0.29734987,0.56830734,-2.0595589,1.065168,-0.90858334,0.17851578,0.63042223,-0.1526583,-0.6055716,-0.6848321,-2.096339,0.83427614,-0.1001194,-0.12581138,-0.353875,0.51170224,1.5202676,0.15759414,-0.49590006,0.26379684,0.14944668,1.702948,-0.1484325,0.43487358,-0.41629404,0.104894914,-0.100706704,-2.0716012,-1.5089753,-0.46389136,1.960272,-1.571645,-0.83063936,0.07368674,-1.7826813,-0.53114367,-0.3870841,0.79383475,0.7608292,-0.1094774,-3.1593375,-2.1186793,0.89348286,0.086949654,-0.76359516,-0.5089799,-0.5430998,1.2101363,0.037999354,-0.4198427,-0.111093245,1.6296645,1.0325966,0.72003585,1.5863978,-1.8634398,-1.52975,-0.84080255,-0.38133755,-1.5111889,0.5023893,0.81951255,1.3105587,-0.40695956,-1.0061051,1.0467917,1.1981015,-0.08637761,0.027380502,-0.39177793,0.47614792,0.62080044,0.3774814,0.73900944,-0.004439883,1.1819346,0.44145796,-1.7308711,-0.16679,-0.18708742,0.9357005,0.09603181,0.9337792,0.060372345,0.09975306
PES11,-0.032302007,0.008557108,0.5758765,-0.13657618,0.6923618,-0.06065651,-0.060992837,-0.77116215,0.111008026,-0.7396588,1.1748345,1.063785,1.656493,0.32783574,-0.05305812,0.19491376,0.0902372,0.68747085,1.634578,-0.4308972,1.236049,0.758422,-1.6221969,0.4196801,1.012495,-1.6468737,2.31493,0.45617515,-0.13476473,-0.12616833,-0.6919911,1.7366471,-0.27651486,-0.88296527,0.78992295,0.26587877,1.0149366,1.4565078,0.7235246,-1.0835671,0.63600576,-0.75635624,-3.5854516,0.23667006,0.10884409,-0.15750983,-0.10149974,0.49278972,-1.6657974,0.2505725,-0.28612113,0.38192487,0.92426986,0.24246271,1.0296804,-2.3854566,-1.4373544,0.7685806,1.0045061,-2.1292107,1.0288781,-0.5614093,-0.20316298,0.3797209,1.8247478,1.4831824,1.7193514,0.34042814,-1.0902685,1.6445996,-1.0696318,-1.5294234,1.3111778,-0.4640466,-0.9667053,-0.026345197,0.24644192,0.68843573,0.79150105,0.37968084,0.13996151,1.480681,0.25999668,0.40604094,0.18749392,-0.102342464,0.59675306,-0.55659384,1.1553938,-0.6566277,1.7126536,0.42973983,0.34026054,-0.5874642,0.48025113,0.51563656,0.20391214,0.47090253,0.75551474,-1.3964374
OCM15,-0.20636721,0.23108508,0.40677625,-0.72112453,1.6494061,-0.48281366,0.66446203,-0.89411914,-1.9083209,0.10125662,-0.39942488,1.1949234,0.80737346,-0.4802995,1.9146591,-1.0869466,-0.0772515,0.65589327,1.6843514,-0.097241856,0.3218748,-0.19341856,-1.0521683,-0.21116622,1.0799415,0.18481405,0.6832894,0.23049888,-0.5609283,0.018200776,-0.5149859,0.33490527,-0.9289091,0.8849201,0.7205189,0.54354525,1.5435284,0.8938726,0.20917197,-1.5495809,0.8525655,-0.87572366,-4.48435,-1.0045619,-1.2892644,0.7939517,-1.0480992,-0.5324803,-0.4937952,1.6191851,-0.24787514,-0.8407348,1.9406091,1.0175556,-0.25214025,-2.3682923,-2.0907612,0.8288171,1.0329319,-1.535341,-0.16328251,-0.5643509,-1.3474653,1.0702326,1.6383866,-0.94603735,0.7619618,-0.73325115,-0.080896676,0.12596981,-1.0878757,-1.532398,0.091927834,0.39199954,-0.96524566,0.29821932,0.32521567,1.0415212,0.02172308,0.7198756,-1.3037025,0.4009251,0.41479826,0.35740283,0.40711212,0.75230134,1.4238417,-0.88006705,0.88297856,-0.2603826,1.7397878,0.32384267,-1.197634,-1.6020192,0.18260147,0.5380619,-0.1378324,-0.41118118,-0.00078482635,0.52011645
AMU06,0.20232737,-1.0497458,0.81130785,0.9190385,1.2747896,-0.7824098,1.3881072,-1.3567473,-0.18766432,-1.6263055,1.6848422,0.5602052,0.8522319,0.06824961,0.49751598,-0.60630614,0.09809485,-0.16564666,1.884766,-1.5562228,-0.057867207,0.12510316,-0.36303878,0.3054203,0.57093275,-2.1669543,0.94435865,0.7234698,0.18269014,-0.5711401,0.56474316,0.33051342,-0.7504238,0.35889047,-0.08435034,0.58916664,1.7503157,0.4371854,0.32483017,-1.263297,0.4098517,-0.0053009097,-3.470573,-0.7148541,-1.1411812,0.4381093,-0.49099556,-1.5671777,-0.890477,-0.76978326,-0.7791108,0.13959333,0.15504509,0.41335148,0.484854,-2.103662,-1.1550504,0.38419953,1.231009,-0.46682423,-1.184669,-1.2877042,-0.2152307,0.37948072,1.1674732,-0.15718065,0.042984102,-0.28481,0.26609993,0.495887,-1.3909699,-1.5054182,1.1846212,-0.13072892,-1.5007343,-0.5404891,0.33180085,-0.0069867163,1.4685761,0.40810964,-0.16146083,2.2152927,0.10981057,0.7816084,2.048504,0.35991487,0.635801,-1.2264428,2.1422353,-0.13168943,1.3440338,1.2980556,-1.3953397,-0.7008598,0.03825504,1.0000064,0.18630849,-0.26849064,-0.9627981,0.4838305
LRE08,0.28085482,0.88175285,0.27098477,0.8058635,0.17860104,-0.14051227,0.49925834,-0.99255073,-1.3922226,-0.03680446,0.25626707,0.2982178,2.082431,-0.24150115,0.26357815,-1.2311296,0.5999159,-0.55893195,1.216781,-0.9723396,0.22497194,-1.1979235,-0.69984674,-0.29185554,0.95706373,-0.5034239,1.4337134,0.3872642,-1.1440306,-0.03722875,-0.41166255,-0.51326543,0.8818944,-0.119519666,-0.16386713,0.67470866,0.10449777,1.5540929,-0.06024679,0.057449628,0.8702392,-1.0147338,-1.8255506,1.1327612,-1.2266397,0.61362356,-1.7517189,-1.5262935,-1.3850644,0.47709924,-0.9650844,0.62570494,1.0187827,1.1632315,0.8279978,-1.4636022,-1.7649189,-0.107565336,0.7010556,-1.0503399,0.20277748,-0.15819077,-0.15355664,0.10115665,1.6306868,-0.6183998,-0.22595313,0.21148096,0.0072545665,0.97920907,-0.0339347,-1.3587121,0.10866422,0.6897948,-0.943232,0.033172835,-0.21254152,0.65568954,0.40754443,-0.7965517,1.1193184,1.0084519,-0.48882142,-0.8352333,-0.82604957,0.962565,1.1643032,-1.7531193,1.070661,0.16734721,0.5040226,-0.44462624,-1.5530314,-0.08712378,0.35202307,1.5953815,-0.56206656,-0.98110497,-0.2974129,-0.65365314
OCM01,-0.3806142,-0.10309225,-0.51799464,-0.35070667,2.0235472,0.14164673,0.22858532,-1.5939678,-0.3900681,-0.51629066,1.6450306,-0.6405648,1.2943164,0.26399428,0.75904685,-0.22062826,0.89907205,-0.4788085,1.2665688,-0.23494595,0.3197387,0.10061828,-1.4053437,1.0469004,0.95312506,-1.375557,1.007637,1.1630033,-0.4748521,0.31706503,0.27645847,0.36577216,-0.5009314,0.4253277,1.0115918,1.3434647,0.532145,0.13388176,-0.56924355,-0.6648332,0.7429408,-0.26200512,-3.7875,-0.6549415,-0.28151065,0.41831908,-1.2510026,0.10906715,-0.9940966,-1.1458237,0.14913829,-1.3201503,0.21777931,1.3778416,-0.7342052,-2.4307384,-1.359112,0.4167847,2.060274,-0.34991217,-0.06787256,-0.16639684,-0.15618014,1.1822748,0.6454718,-0.81039506,-0.24478994,-0.04602855,-0.12358469,1.1397436,-1.1238327,-2.5040848,-0.5977869,0.37425795,-2.2248962,-0.10831738,0.17807116,0.5632749,0.7774033,0.17366493,-0.25770018,0.971999,0.7220403,-0.011462255,-0.0053368933,0.37087056,0.72052217,-0.656013,1.1570026,-0.69996905,1.4552215,1.1933302,-0.95489913,-0.28395602,0.8433551,0.019348772,-0.39367884,-0.42592344,0.5617,0.1852228
GRE07,1.3388276,-0.17650978,0.35911834,-1.370246,-0.83202654,-0.5390053,1.4346303,0.0017635104,-0.46650228,0.78983516,0.48598343,0.59918696,0.9059094,-0.56409895,0.707986,0.07476235,-0.15366243,0.15720014,-0.0385634,0.18697645,-0.18440707,0.9591784,-1.7332287,0.75675595,-1.0788282,-2.3846018,1.2530807,-0.44447738,0.11317701,-1.2541499,0.6346918,1.0261065,0.5782602,-0.8521682,0.18486829,1.9544506,0.53847116,0.82841134,-1.0247772,1.1850322,0.3359814,0.11693716,-3.2014604,-1.5412155,-1.1284963,0.8037685,-0.008680915,0.86908615,-1.9942032,-0.7666496,0.10105952,-0.68701965,-0.2752882,1.1752969,-0.7891491,-2.4040992,-1.2740257,0.95791006,1.0189259,-2.355668,1.1967969,0.2730696,1.1023393,1.4718771,0.4199731,-1.512695,0.48416376,1.080806,-0.27860302,0.90111756,-1.2001666,-2.1189744,-0.432876,0.100420035,-0.76370937,0.7763242,-0.17603834,0.49306107,-0.30126595,-0.68733054,0.66923195,1.0924042,0.473527,0.23800041,0.34127182,0.668757,0.18311955,-0.19246216,1.4671388,0.11589028,1.0315682,0.19377439,0.05715858,-0.5898927,0.69178414,2.2325492,-0.10430013,0.2914588,0.04048999,1.2951084
PES07,0.6567233,-0.8240911,-0.06851496,0.30981234,0.7482089,-0.18581131,0.46755752,-0.30868345,0.21666734,-0.0068945372,0.5704757,0.69160837,1.815695,1.2342191,1.0340991,-0.49159545,0.24105309,-0.17535359,1.1961564,-0.22942856,1.3795323,0.3369108,-0.3408557,0.41041762,0.64188,-0.3571836,0.99854934,1.1647818,-0.8269625,-0.5787748,0.4583974,1.096203,-0.26990986,-0.12117104,0.09396965,0.12807493,0.82133436,0.6954444,-0.23247007,-0.3535505,0.5239515,0.18762942,-2.6191304,-1.5561509,-1.2515763,-0.74978155,-0.9498714,-0.4461591,-0.870626,0.4681377,-0.89281815,0.17432167,0.55260766,0.42413035,0.9069061,-1.666507,-0.8521186,-0.08400501,0.118601955,-0.914442,-0.13704863,-0.5279924,0.10399564,0.79315233,1.2549665,-1.14389,0.33546552,0.7490388,-0.87915057,0.7799493,0.36987215,-2.0583043,-0.85883,-0.5783042,0.082351446,0.3795818,0.9809579,1.3827862,1.3263818,0.116713464,0.15145338,1.1135098,-0.18491231,-0.031554867,0.8581189,-0.42608362,0.8721695,-0.36001956,0.8942458,0.601565,1.3593116,1.2463496,-0.3081226,-1.6111387,0.74104446,0.3951668,0.16657616,0.23450066,-0.49668595,0.47343352
LYO11,0.17517851,0.13165085,-0.40597385,-0.4181366,0.8240243,-0.64838994,1.0897908,-2.0700486,-0.18410882,0.44111642,0.5275694,-0.70085436,1.2222905,-0.72576326,1.1580365,-0.6684863,0.9586346,-1.0957443,1.8311766,-0.41952735,0.52357924,-0.06810813,-1.6263183,0.90869737,1.1596122,-1.3218939,1.6344519,0.83927286,-1.908311,-1.4686885,0.48178536,-1.3510616,-0.024248883,-0.97831136,-0.86448234,0.8876071,1.0733474,1.165338,-0.084514104,-0.9732807,-0.60780364,-1.0174423,-2.619778,-0.86447775,0.5825144,-0.07936669,-1.3283988,-2.0602536,-1.0378838,0.9396791,-0.8160313,-1.4323184,0.44951412,1.1172554,-0.38851345,-2.7206504,-1.1557286,0.84001344,0.7826291,-0.7652649,1.6125271,-0.9688686,0.41913533,0.712369,1.6970565,-0.5660424,-0.40435958,0.5906769,0.9196753,0.8719339,-0.8359221,-2.294089,-0.026073828,-0.4908365,-0.11985088,-1.6172378,1.0140177,1.1240547,0.32993314,0.1838404,0.9214125,2.2180462,0.5926356,0.40392148,0.5902197,0.51061994,0.44633657,-0.27549532,0.07759385,0.43193454,2.7579005,0.7744757,-1.9199988,-1.589206,0.31660357,0.5484688,-0.09783773,-0.118729085,-0.13976492,0.86869895
BOD08,-0.43742856,-0.24006532,-0.21669377,-0.21862474,0.7575656,-0.44641164,0.35953552,-1.7339119,-0.31895176,-0.5513491,-0.12029965,1.0544072,1.529487,0.10505284,0.33369783,-0.0678518,1.3034195,-0.27360854,1.3796095,-1.5068293,0.8591343,-0.18745151,-0.32567343,-0.6913922,0.7340801,-0.39669582,1.5660106,0.0007476399,-0.93450505,-0.7418244,0.4241917,0.21965326,0.90243393,0.26711354,0.19125447,1.1885691,1.544024,1.0621928,0.26332605,-0.97026396,0.034869816,-0.91528785,-3.1861217,0.46545866,-1.0328913,0.620246,-1.1189662,-1.1797637,-0.7458281,-0.9985373,-0.851513,0.57165426,1.9706489,0.51600754,0.07329071,-1.7433238,-1.8639452,1.2644675,0.067888126,-0.31158125,-1.0677603,-1.1997432,0.041309573,0.6519417,1.4015464,-1.3844316,-0.17029136,0.59645176,0.77440727,1.3671626,-1.0518211,-1.8640736,0.60672635,-0.67871517,-1.4355813,-0.9772256,-0.22078384,0.49850762,-0.0005241488,-0.66928256,1.0909637,0.6183105,0.8470645,0.35878852,0.16380744,-0.057284843,1.8515024,-1.2241161,-0.53794026,-0.9614123,1.2765638,0.53323746,-0.99476343,-0.58322275,0.36486667,0.73568654,-0.6658151,-0.73568416,-0.17871787,0.09692219
BRE15,0.4355933,-0.61654437,1.0123762,0.94297427,-0.06674654,-0.5355557,-0.0637135,-1.9663792,-0.19263065,-0.93641526,-0.03753922,0.3055846,1.2721211,0.52949977,0.8298784,0.346657,0.110111855,-0.23280518,0.82642275,-0.31035197,0.04077546,0.7133741,-0.9367314,-0.60744745,0.40644178,-2.070201,0.998052,-0.4394882,0.4193171,-1.2991973,-0.5270525,1.5750415,0.5082466,-0.69257355,0.6347472,-0.108122714,0.014594587,0.89965516,1.1186115,-0.6410658,-0.09812718,-0.25497413,-3.112001,-0.79258484,-1.3240508,0.48447558,-1.5207382,-0.3645489,-0.19484423,-0.4004841,-0.863241,0.72546715,0.5896708,0.5124395,0.75989115,-2.6249356,-0.812121,0.7870332,0.111811005,-0.8337575,-0.83446604,-1.1987009,0.72190654,1.3167282,0.76470935,-0.69331586,1.2369918,0.7131124,0.07363981,0.66180193,-0.6969679,-1.9675786,0.84541404,0.079225555,-0.5147078,0.3808473,0.5821561,0.1581024,1.1960247,-0.5252457,0.009202156,2.1521904,0.32805747,0.41442788,1.477594,0.99472123,1.6519421,-0.82716054,1.9682763,0.7441078,0.59849054,0.84452605,-0.4299202,-1.6957477,0.11580811,1.0408617,-0.21774873,-0.44421178,-1.1002636,0.071282215
LYO02,-0.9427145,0.41489926,-0.8535085,0.45324042,1.2607856,-0.12190782,-0.3015252,-1.7981268,-0.36431217,-1.1088071,0.32120758,-0.57282525,2.2924953,-0.6587162,0.0001595966,-1.1408075,0.79197264,-2.064055,1.3646687,-0.52086264,0.9829003,-0.013409717,-0.5204484,0.50479245,1.5138047,-0.59482926,0.41752824,1.2688453,-1.8724166,0.026476443,0.5245696,-0.19888414,-0.07357067,0.13786863,0.07266343,0.7138257,0.6759089,0.78754747,1.9954882,-0.25158063,0.8635705,0.08482377,-3.5485332,0.0679943,-1.6492802,0.37455952,-1.8460559,-1.285478,-0.67077047,-1.2318913,0.11154245,-0.32271683,0.83562887,1.5519997,0.96582514,-2.709818,-2.1435227,0.115128174,0.24925597,0.410479,0.4471882,-0.8842185,0.62231123,0.751192,1.7533414,-1.0055408,0.059853066,0.82056403,0.5997824,1.2546625,-0.94146377,-1.9453905,0.9779034,0.19584861,-0.08217114,-0.7359873,0.902099,0.86087394,0.93140894,-1.164632,-0.035633784,0.18992116,-0.23592465,0.13862655,1.3137122,1.4085056,2.0325704,-0.9155048,1.4484162,0.17099923,0.65880585,0.7751077,-1.806832,0.072064444,-0.5170688,0.6068135,-0.6783941,-0.3393658,-0.15796557,-0.95893663
BRE09,0.09485752,1.1080265,-1.029122,0.5350459,1.7697186,0.20045888,1.0419736,-1.3214909,0.33503208,-0.29686463,0.55256903,-0.07801994,1.6386856,0.56625056,-0.25885624,-0.03526067,0.08029393,-1.05818,1.9868271,-0.67057884,1.1490993,0.87954825,-0.05233689,0.5849231,2.0012915,-1.425059,0.35011673,1.2944981,-0.74877936,-0.042943645,-0.090096936,0.7598732,-0.0667481,-0.34046307,1.4032187,-0.3219883,0.5946035,1.4739999,0.3445372,-0.11434005,-0.40076736,-0.09393825,-2.6377826,-0.56778544,-0.45818612,-0.635722,-0.9093269,-1.4779888,-0.48071945,0.6083292,0.1421559,-0.6490686,0.91431135,1.2207206,-0.18183579,-2.2496912,-1.8157175,0.38251957,0.66873163,-1.8092912,-0.17468533,-0.554848,0.89312184,0.9000774,2.446237,-0.26258677,-0.91984385,0.9858635,0.031856813,1.5604146,-0.20300089,-1.8547258,0.10715461,0.08460496,-0.91227376,-0.7239625,0.10611076,1.5590712,0.90614885,-0.031362757,0.78784025,1.0196673,0.3789116,-0.5867679,0.27492073,0.5304782,0.82364994,0.07240307,0.11410326,-0.58972543,2.0168297,-0.3321967,0.029501682,-1.4127123,0.20035549,1.0296646,0.6031053,-1.1912146,-0.5919583,0.02187409
