,emb_axis_0,emb_axis_1,emb_axis_2,emb_axis_3,emb_axis_4,emb_axis_5,emb_axis_6,emb_axis_7,emb_axis_8,emb_axis_9,emb_axis_10,emb_axis_11,emb_axis_12,emb_axis_13,emb_axis_14,emb_axis_15,emb_axis_16,emb_axis_17,emb_axis_18,emb_axis_19,emb_axis_20,emb_axis_21,emb_axis_22,emb_axis_23,emb_axis_24,emb_axis_25,emb_axis_26,emb_axis_27,emb_axis_28,emb_axis_29,emb_axis_30,emb_axis_31,emb_axis_32,emb_axis_33,emb_axis_34,emb_axis_35,emb_axis_36,emb_axis_37,emb_axis_38,emb_axis_39,emb_axis_40,emb_axis_41,emb_axis_42,emb_axis_43,emb_axis_44,emb_axis_45,emb_axis_46,emb_axis_47,emb_axis_48,emb_axis_49,emb_axis_50,emb_axis_51,emb_axis_52,emb_axis_53,emb_axis_54,emb_axis_55,emb_axis_56,emb_axis_57,emb_axis_58,emb_axis_59,emb_axis_60,emb_axis_61,emb_axis_62,emb_axis_63,emb_axis_64,emb_axis_65,emb_axis_66,emb_axis_67,emb_axis_68,emb_axis_69,emb_axis_70,emb_axis_71,emb_axis_72,emb_axis_73,emb_axis_74,emb_axis_75,emb_axis_76,emb_axis_77,emb_axis_78,emb_axis_79,emb_axis_80,emb_axis_81,emb_axis_82,emb_axis_83,emb_axis_84,emb_axis_85,emb_axis_86,emb_axis_87,emb_axis_88,emb_axis_89,emb_axis_90,emb_axis_91,emb_axis_92,emb_axis_93,emb_axis_94,emb_axis_95,emb_axis_96,emb_axis_97,emb_axis_98,emb_axis_99
GRE14,0.8684408,-0.86338073,0.726535,-0.22660613,1.4213853,-0.057228036,0.29078594,-1.218384,-0.17174746,-0.467648,-0.12660344,-0.045520324,1.2799287,-0.57285,0.93674076,0.052893307,-0.0046798405,-0.63287807,2.4249396,-1.0658625,0.15830281,1.083683,-0.4840994,-0.23954466,0.87916887,-0.19640909,1.1538638,0.5124319,-1.624085,0.016367242,0.2931289,1.2544839,-0.3235134,-1.383146,0.07449922,0.79461825,0.9848471,0.69675606,0.17003253,-0.6571433,0.24865882,-0.13980018,-4.256871,-0.93030643,-1.4497312,0.2414748,-1.4567542,-0.20099708,-0.92373884,-0.1691194,-1.0254923,0.5451691,1.3998737,0.51055706,-0.13449533,-2.482845,-1.9833329,0.8595454,0.037504453,-0.08079027,-0.6676459,-1.7823491,1.0111917,0.9939531,0.5944439,-1.2889986,0.6713903,0.47016385,0.18835951,1.9229523,-1.1312798,-1.3648591,0.62007636,-0.09396855,-1.1034893,0.24097084,-0.0990072,2.3609583,0.08184921,-0.5955854,0.8378165,1.3816162,0.03179615,0.8800834,1.2256843,1.1500143,0.4976505,0.015583827,1.01567,-0.5855725,1.8020798,-0.18043339,-0.7922738,-1.0266267,0.6885029,1.0139545,0.34778062,-0.017301414,-1.1192914,0.19051279
LRE04,0.3233543,-0.79010904,-0.016691132,-0.111569695,0.4502391,0.70981634,0.6336608,-2.6485622,-0.30192178,-1.0767443,-0.65961,0.13502298,1.0497696,-0.29448035,-0.41926202,-0.80370885,0.48909733,-0.41560033,1.2698523,-0.71646863,0.52633137,0.7992603,-0.6418147,0.26844034,1.6499897,-0.68222046,1.0240048,0.9011435,-1.5448483,0.4835093,0.36502922,0.3207895,0.4255365,0.2789029,0.49831793,-0.256587,0.46792728,0.7576067,0.6898143,-0.67258966,0.32461005,0.09174705,-3.1209962,-0.26767078,-0.109307334,0.020844007,-1.3524575,-1.2763226,-0.9541694,-0.6647122,0.32626566,-0.40789962,1.3935044,1.2985104,0.046539754,-1.536899,-1.4966304,0.33599484,1.2943801,-0.48533612,0.33536595,-0.25743523,0.2270942,0.4937509,1.5006992,0.086953916,1.2897575,1.4769986,-0.22169553,1.2994819,0.08505605,-1.4805782,0.9536862,0.8290621,-0.011984665,0.022334656,-0.23010722,-0.27090564,0.999259,-0.9634188,-0.12438828,0.9100195,0.7051767,0.43682474,-0.74617577,0.21225242,0.5837053,-0.33022726,0.3624892,-0.26869056,2.5164497,0.29542166,-0.4206898,-1.0686568,0.24236485,0.10028596,0.5170401,-1.052211,-0.4807702,-0.59805405
CFE09,0.31812534,1.3417693,-0.6979902,0.31859997,0.763846,0.0156077985,0.9499394,-1.1514806,-1.5827175,-0.1595891,0.605204,1.2774423,1.2838919,-0.05237085,-0.0015819963,1.4931457,-0.6076764,-0.52031875,1.2326862,-0.22485016,0.29926148,-0.28603673,-0.09874265,0.32399562,0.087846585,-2.0579913,1.3361619,-0.041712105,0.14132199,-1.4557266,-0.49273542,0.5312405,0.7805278,0.22729295,1.8485833,0.09346579,0.34031668,1.8519679,0.6176523,-0.0192052,0.62869865,-0.3038339,-2.516336,-0.68489814,-0.7938879,-0.15180893,-0.8053669,-2.079306,-0.63772,-0.34455925,-0.08112594,-0.2426937,1.4491698,1.6816975,1.442215,-1.890368,-1.733141,1.1860547,1.2625449,-1.434769,0.89416814,-0.8031099,0.5805165,1.535021,2.1835043,-1.1102697,-0.378194,-0.28191024,0.5293895,1.6412702,0.24637167,-1.150181,0.45193538,-0.6741706,-0.8066206,-0.055181973,0.9956786,-0.7301463,-0.16676188,-2.050988,-0.7472971,2.1270697,0.044696223,-0.36769807,-0.6112256,0.11122107,0.35249147,0.504095,0.7737426,1.4658744,0.90466577,0.115585,-1.4017967,-1.0861034,0.34094575,1.1164525,0.33055955,0.1054733,0.6845017,0.804057
NOR06,1.2869116,0.8029153,0.18665686,-0.6741605,0.42621917,0.64880514,1.0511276,-2.4572785,-0.017405616,0.8460184,0.18216024,-0.10845159,0.20495723,-1.2815589,0.20505999,0.52820456,-1.1843622,-0.22309779,-0.92738205,-0.74800533,-0.3470903,-0.5646442,-0.7211996,0.59877414,0.6172395,-0.8048032,1.534313,-0.90747315,-1.3629811,-0.7658069,0.08305254,0.83567953,0.20554931,-0.6272279,-0.7204094,1.3772817,1.5445131,-0.16275728,0.41323116,-0.7001154,0.32097384,0.3790682,-3.9677536,-1.4061695,0.18851127,0.9046931,-1.329735,-0.16083983,-1.4622598,-0.00078161433,-1.6939379,-1.5816219,0.15360284,0.01815483,-0.7081554,-2.692478,-0.7847609,1.3413568,-0.73487604,-0.7251089,0.5026631,-1.4650527,0.748835,0.7975929,0.28655645,-0.19068505,2.0870466,1.252294,-0.20555729,1.3065851,-0.5917346,-2.3412104,0.08366218,0.78654355,-1.4746069,0.50495356,-0.044145,-0.416341,-0.21867156,-0.64700943,2.0530956,0.7987588,-0.45400295,0.49066913,-1.5110372,0.8984171,0.80803597,0.60441893,0.27431607,1.2373258,2.0831676,0.3345075,-0.71089196,-1.2760751,0.47030526,0.38008654,-0.06321544,-2.0105822,-0.08289419,0.31689015
BOD13,0.60394955,-1.1463778,0.5590999,-0.41615945,0.44392586,0.114105955,0.80480164,-0.6671072,-0.3521256,0.50011533,0.37554124,0.80604744,0.46721315,0.036743674,1.9623904,-0.4013377,0.7294068,0.23744042,1.9285402,-0.26313227,0.02951486,-0.05115762,-1.079609,-0.13349679,0.61306447,-0.008933851,0.86687714,0.7338156,-0.8122033,-0.39070195,0.39490238,1.5473973,0.20300283,-1.0066844,-1.4082373,0.63053757,0.54229254,1.5004108,-0.29621664,-0.59853584,-0.395421,-1.308168,-3.8405488,-0.64249206,-1.6139045,0.15630355,-0.95278585,-0.7702415,-1.6164821,1.6067955,0.14050667,-0.7678086,1.1560018,0.82286453,0.32740533,-2.5953147,-1.2095666,1.303615,-1.335151,-1.8846867,0.82626987,-0.96940637,0.20889324,1.1534084,1.5144899,-0.25159606,0.5488295,0.34817463,0.6297788,1.8360285,-0.40794626,-1.1967357,-0.0903907,-0.72453284,-0.86580926,1.6777029,-0.004139263,1.6779059,0.4425735,-0.31738672,0.4980416,1.7320137,1.0184288,-0.17190076,-0.07065059,0.028644992,0.6632407,0.6161907,1.3539789,-0.22701345,2.1271617,0.41876718,-0.45374024,-1.8974167,1.1234261,1.659684,-0.29733875,0.30899858,-0.27260244,0.08949462
PES05,0.029519357,0.26158085,-1.5023595,-1.2449552,1.2363595,0.4766596,0.42333674,-0.33476552,-0.64043796,0.22443695,1.6860946,0.18501972,1.4431659,-0.6730413,0.28085583,-0.47752413,0.27707678,-0.89850116,0.93245167,0.5854676,0.50019324,-0.0629014,-1.4401237,0.4829855,0.22115225,-2.0387952,0.82641053,0.48420122,-1.1319903,-0.6359443,0.75113523,0.1472408,-0.40134275,0.032603562,0.25400892,0.91484267,0.52684784,0.9085855,-0.19020703,-0.5013422,0.6474733,-1.7265899,-3.7030103,-1.2794515,-0.25964296,-0.14340712,-0.9937091,-0.9397195,-1.9140385,-0.7464239,0.5528988,-0.5916016,-0.35933116,1.0563514,-0.38804096,-1.9901319,-1.3076714,1.9854374,1.6778767,-0.99313,0.302462,-0.9306944,-0.6298031,1.0519493,0.73889476,-0.66338265,-0.3265772,-0.6904633,-0.32972735,1.3565562,-0.86653394,-1.9589093,-0.33798024,-0.87753,-0.93416494,-0.08302265,0.47027993,1.4100462,0.17637502,-0.022488043,-0.08665982,1.0675483,0.38867584,0.21189994,-0.11197537,0.047651667,1.1659622,0.7346695,1.0349345,-0.3195851,1.0259455,0.53667116,-0.25404856,0.15820178,1.5178354,-0.21279702,0.79306483,0.10559677,-0.10827598,-0.14692734
BRE11,-0.060701523,0.738552,-0.36861444,-1.2396445,0.84793466,0.118881546,0.80881214,-1.8947024,-0.021733647,0.49387032,0.89054793,-1.4352787,0.64528394,0.13909385,0.5582449,0.46073228,0.37439513,-0.9127556,0.4538829,-0.50337726,0.99573123,0.58521473,-0.9332714,0.5620192,1.3687193,-0.93261343,2.0295904,-0.2577667,-1.5981071,-0.69405633,0.2916878,0.6593292,-0.54331917,-0.9928427,-0.99376947,1.2544972,1.7046838,1.8397889,0.7778588,-0.20255007,-0.34011233,1.1242361,-3.2854714,-2.299928,-0.77703875,0.651454,-1.3099608,-1.0582784,-1.6225343,0.2502183,0.04997227,-1.1969084,0.23000643,0.8657634,-1.8879503,-2.3873,-1.3579296,1.6405697,0.73714155,-1.2551246,-0.07550318,-0.4490725,-0.23590828,1.2289456,1.228837,-0.99583423,-1.457937,1.0265028,-0.05725385,0.9818845,-1.7876058,-2.0146754,-0.8157187,0.014623953,-0.57356477,-0.29055014,-0.5166528,1.5975331,0.95668733,-0.7046888,0.22818486,1.3662502,-0.4939931,0.47997898,0.93521494,0.7129154,-0.32500464,1.1607175,0.09826834,-0.63054127,1.9493445,-0.17943856,0.019722003,-0.3730874,-0.2618447,0.7142341,-0.4525832,-0.30802295,0.54794735,-0.070089646
AMU11,-0.17537716,0.42381352,-0.74546057,-0.3969342,1.7125446,-0.2093966,0.4364161,-1.2831196,-1.7044265,-0.6258292,0.40182793,0.106770635,2.3176785,0.5718305,0.55968124,0.39991546,-0.15522803,-1.3462131,1.6957898,-0.62272716,0.75010026,0.94093364,-1.2624087,0.21815905,0.58815104,-1.3056518,0.6600655,0.6649267,-0.5422003,-0.35064313,0.18276149,0.17230614,0.41682643,0.061085533,1.12787,0.1787081,-0.22402556,1.3337566,0.32190588,-0.6473677,0.2966311,-0.27951893,-2.3780148,-1.1215613,-1.4781156,-0.82301223,-0.72898537,-1.4811842,-1.2079797,-0.57711285,0.32618538,0.061192892,0.5297614,1.553964,1.2587434,-2.1730192,-1.2284594,1.1512887,1.5831162,-1.662033,-0.80729085,-0.66192436,0.12671591,1.2376302,1.9412084,-0.20200899,-1.5776176,0.8229084,-0.054814976,1.0660089,-0.42677432,-0.87034607,0.5779021,-1.4884531,-0.28554434,-0.4643121,-0.7943162,0.9726981,1.2140317,-0.06779742,-0.11080129,1.0180286,0.24985558,-0.2799004,-0.17405806,-0.06601678,1.4138831,0.77101964,-0.054500166,-0.16828683,0.015634462,0.30355546,-0.9140048,-0.375323,0.014085844,1.0720472,0.62088615,0.03907231,-0.3102402,0.7908998
CFE02,0.8458079,0.44815034,0.91661495,1.2679353,0.7471788,0.23848177,0.9076809,-0.99791783,0.35009652,-0.19152774,-0.5683929,0.022451276,-0.18237682,1.018484,0.13655454,0.3413125,-0.3551163,-1.2057297,2.141418,-1.5053103,0.36190265,-0.03664007,-0.871264,0.39017382,1.558965,-0.39586315,0.97423786,0.30823684,-1.7618991,-1.1365556,-0.07532136,0.971593,-0.1300664,-0.4667066,-0.5716998,-0.01382534,2.354987,0.67596304,-0.41106695,-0.32306734,0.33290198,0.2704356,-3.0735285,-0.3322063,-0.40355667,1.0515845,-2.3663926,-1.5373595,-0.9254786,-0.06273512,-0.39093405,-0.97659004,1.5706474,0.90920687,-0.3855759,-1.8226168,-1.8306025,-0.72874993,0.63093865,-0.9642578,-0.16283853,-1.0490177,0.7501263,0.36731035,0.29486024,-0.4228712,-0.3955454,0.44636554,0.80277,0.9289285,-0.06048693,-2.0746737,-0.34840947,0.19377032,0.028869895,1.0169916,-0.54901516,1.4639435,0.3292835,-0.8854401,0.6753296,1.4267786,0.95456433,-0.108237505,-0.027955333,0.8186897,1.3858557,1.0072345,0.62108225,-0.3061209,2.884845,0.51137584,-1.3231212,-0.86993366,0.5727026,1.22099,0.022300364,-1.2147677,-0.6265223,1.0415009
AMU02,0.2131271,-0.3655102,0.030955762,0.6337498,2.769619,-0.014296959,0.49048638,-2.1822865,-1.0084087,0.51000625,-0.21587582,1.5723928,1.8403513,-0.69345695,1.0313874,0.5508033,-0.011101997,-0.053799506,1.5239506,-0.78217596,0.36844486,-0.1533949,-1.4258741,0.11677577,1.2187645,-1.7413895,1.3031334,0.6802059,-1.1005758,0.050684426,0.5758675,1.0020298,-0.37811366,0.021847406,2.0831614,0.87435174,1.2445399,2.2607548,0.4008179,-1.141953,0.8074477,-0.7376369,-3.7123568,-1.2248548,-0.45085874,0.018245095,-1.0304272,-1.2485424,-1.1316564,0.1712011,0.0928956,-0.82934964,1.3689853,1.0810444,0.23403907,-2.9117687,-1.6938776,0.1366996,1.1680812,-1.3148023,0.36399382,-1.4711757,0.7521375,0.5656232,2.4989815,0.8387686,-0.5436949,0.4597956,-0.4814175,1.9168013,0.53072256,-0.9671208,0.34138712,-0.4073453,-0.97268564,0.7010058,-0.09722156,1.7759132,1.129344,-0.52456164,0.9811016,2.3184662,0.2861122,1.0931236,1.4439257,1.0233324,1.4677455,-0.25313294,2.2651885,-0.8002988,1.3668627,0.4168583,-1.3964773,-0.31576726,0.61194515,0.52036077,0.12520605,0.4036318,-0.2349595,0.42597914
LRE05,0.7009739,-0.013089312,-0.016163966,-0.6391348,0.9075289,0.41103566,0.82028097,-1.3924196,-0.40713128,-0.74732286,-0.042985074,0.46383545,-0.09889761,-0.4735987,1.0140513,-0.72957826,-0.08967032,-0.065970555,0.49430817,-0.9688487,1.452974,0.7627753,-1.0666269,0.35488385,-0.61945367,-1.3615266,1.9373496,0.22787173,0.15259464,-0.78577954,0.74264354,1.1437205,-0.80817896,-0.54848397,0.74574363,0.9414022,0.6117827,1.0421666,-0.5408884,-0.8459437,0.29980227,0.4503747,-2.7692585,-0.9650791,-0.12373398,0.12709971,-1.3545058,0.146146,-0.98684245,1.796926,-0.08735777,-1.7541331,0.6242563,1.1585398,-0.24539323,-2.6844072,-1.51328,0.9107341,-1.0713581,-1.4107058,-0.67357343,-0.616266,1.129524,1.3140876,1.7266507,0.075028434,-0.35088697,0.45606244,-0.44041654,1.4925402,-0.25807658,-1.2588985,-0.3055992,-0.83360004,-1.3955729,-0.32405043,-0.07685448,1.1391683,-0.40727562,0.34651977,0.712236,1.0874414,0.17578931,0.5741961,0.7836075,0.0716136,0.07738629,-0.6507232,0.2019712,-1.8791472,1.36238,-0.628447,-0.45684525,-2.064228,0.92474765,0.94420815,-0.4827146,0.11137951,0.59717,-0.79974824
ANT02,-0.27677253,-0.23484474,0.15692109,-0.11113396,1.2193133,1.021508,1.254827,-1.0254241,-0.29453284,0.05674901,-0.4256482,-0.1874628,1.4601308,1.2874373,0.6125945,0.0011557668,0.5804512,-0.45391637,0.9649562,0.12470817,0.12068704,0.951272,0.116083145,0.24680711,1.0781145,-1.2492481,0.9920962,0.8888696,-0.42186743,-0.72501355,0.7237947,1.1364651,-0.4462364,0.10073363,0.47478688,0.4337882,2.4297702,1.0352074,0.29590976,-1.3748175,-0.39462382,0.10554017,-2.8448646,-1.0539176,-0.7207337,-0.49886772,-0.20897458,-0.9443354,-1.4348261,-0.10440234,-0.47677836,-0.678087,0.7032303,1.7620679,0.18040594,-1.8558189,-0.9772744,0.78506786,1.0363655,-1.4739664,0.59785116,-1.0103161,0.3056698,0.73701453,-0.13989967,-0.10532459,-1.099871,0.4735279,-0.25096968,0.51224905,-0.3212772,-1.5166572,0.4558608,-0.25057176,-0.050466184,-0.15616408,0.2556885,0.7507684,1.0969383,0.37377876,-0.53403944,2.1677592,-0.009836516,-0.0014665159,0.01018002,-0.6741008,1.0666819,-0.5659487,-0.0069044386,-0.36993635,2.6753712,0.37171954,-0.4881348,-1.0349168,0.43702343,-0.25015214,1.1692668,0.4468492,0.2763154,0.77983284
LDV03,0.53590685,-0.10194556,-0.35979533,-0.33914575,1.411698,-0.5649046,0.36278313,-1.4154361,0.8527119,-0.89184654,0.55085033,0.6441831,0.67130315,-0.3051936,0.34358367,-0.98768646,0.41109398,0.40827528,1.2603093,-0.8261196,0.8317759,-0.29530936,-1.5356432,0.92488617,0.052933935,-0.95054615,0.5429821,0.14743774,-1.9668913,0.1763278,1.2852869,-0.7313047,-0.035236996,-0.013628285,-0.6892546,0.9991387,0.60678744,1.0244731,0.41005662,-0.13809082,0.6043609,-0.8330031,-2.1654775,-0.55759263,-0.119126454,1.0995752,-0.62970775,-1.3281312,-1.8631616,-0.83906907,-0.77933896,-1.5708224,1.4494516,1.651605,-0.068983994,-1.6032034,-2.58187,1.4258137,-0.4768945,-1.7633967,0.33042017,-0.40020403,1.0685667,0.40771323,0.5970608,0.032454938,0.5397204,0.31697387,-0.30951062,2.2072935,0.079919174,-0.898672,-0.22432905,0.0838986,-0.42264095,1.1141084,-1.207853,0.5336496,-0.14118303,-0.86767346,0.8623181,1.0775113,1.0392867,0.27904227,-0.1856203,0.75751245,0.7949209,0.93529904,0.655801,-0.8520368,1.762556,0.18260542,-1.4878111,-0.8242942,0.750851,1.4384917,0.171111,-0.9369159,0.2917012,0.38156995
GRE06,-0.49657425,0.3841755,-0.2068858,0.11821209,1.1371933,-0.26235047,0.56977016,-1.3094629,-0.6086622,-0.89139163,1.420834,-0.7620905,1.8650001,1.0851778,1.3196133,-0.097010314,0.19171754,-0.23558573,1.4783838,-0.36217362,1.0568179,0.6892457,-1.4992535,0.5076146,0.9098911,-1.5663242,1.1141416,0.1405927,-0.87823516,0.051965732,0.5184683,1.0720673,-0.5645454,0.21997793,1.0401175,0.48817953,-0.45964262,1.1559716,-0.03898113,0.46722326,0.70877033,-0.31527904,-3.2869303,-0.695769,-1.0795817,-0.6652142,-0.952818,0.25400928,-1.8896426,0.5599789,-0.3598318,-1.4023176,0.9692222,0.5422052,-0.56211776,-2.242853,-1.0909988,0.13252863,0.92512363,-2.2181191,0.3014631,-0.36806676,0.6486538,1.5895047,2.8745813,0.12447513,-0.1919923,1.2332627,-0.1812352,1.6819777,-1.0140443,-1.5409541,0.50405055,0.4029652,-0.8932207,-0.90724045,-0.103212,1.5793887,0.66587895,-0.576296,1.1188239,1.7367345,0.0074757044,1.3240128,1.6470783,0.41061684,0.6370128,-0.4944704,1.1285305,-0.65435946,1.2926118,0.38513106,-1.4056566,-1.0645653,0.21577102,0.9849618,0.59187067,-0.6337951,-0.2090987,-0.796211
LYO09,0.51750225,-0.026360812,-0.17937164,0.26262668,1.1412352,-0.8560885,0.54970264,-0.85907435,-0.302268,-0.48895693,-0.25276756,0.44338754,1.2525938,0.34275487,0.301568,-0.54152757,-0.43256328,0.25153276,-0.09286514,-0.40485585,0.08903215,0.95086753,-1.2182735,-0.2767813,0.59696645,-1.2393036,0.7914933,0.28937402,-1.2638502,-0.27324808,0.24032785,1.004823,-0.8551881,-0.19927515,0.89223474,-0.25981492,1.081201,0.46018723,0.759872,-0.19851384,0.4505455,-0.34181046,-2.1295097,-0.79669976,-0.5325248,0.6657663,-0.8209845,-1.0440241,-1.2239019,-1.1802529,0.7845625,0.44075632,0.5674525,0.3472524,0.799017,-1.6828485,-1.5022861,0.9194555,0.12665837,0.0057776878,-1.2111509,-1.6917363,0.07842167,0.8459119,1.4394007,-0.4795791,0.5068612,1.2511109,-0.23826177,2.4281693,-1.2384102,-0.6235177,0.7215087,-0.04043017,-1.1933683,-0.0315246,0.0076097953,0.4834561,-0.16678606,-0.7902287,0.2701851,0.93181294,0.41217658,0.72478676,0.39687982,-0.7794225,0.615237,-0.38078806,0.7470254,0.15645702,1.7265544,-0.40349185,-1.2245172,-0.025226358,0.53612137,0.31219792,0.9148293,-0.5103004,-0.52298456,-0.06398775
LOR06,-0.128951,1.0857782,0.9385049,-0.034979735,0.8800298,0.012572334,0.045645256,-0.46798018,-0.8375171,-0.3263375,0.30653164,1.1788013,1.1182536,-0.4017418,1.6317998,0.016069883,0.49189422,0.046441346,0.32954967,-0.5923315,-0.062327262,-0.255861,-1.4689256,-0.11529212,0.20658705,-0.1993219,2.050275,0.62601894,-0.060666338,-1.206225,0.6432106,0.14406139,0.08750495,0.16130182,0.3095838,0.4751676,0.12483035,0.7139342,0.33281326,-0.27173516,-0.020823812,-1.4112504,-2.2090855,-0.51108,-0.7726639,-0.6373592,-1.5329212,-1.046111,-1.2574673,0.41510913,-1.3002788,-1.1896067,1.1168454,1.5106492,0.5447873,-2.296154,-1.9557892,0.6646112,0.14380942,-1.5357023,-0.040551823,-0.550201,1.0631033,0.34727687,1.8132873,-0.20004067,-0.65674436,-0.24053732,-0.851811,0.2912548,-0.14126652,-1.6634125,0.5710783,0.14983109,-0.3590854,0.3396669,0.008221886,0.81477135,0.07571391,0.13242899,0.27314264,0.4583375,-0.3413462,1.5493768,0.8205739,0.23496465,1.0755992,-1.1457021,0.08282019,-1.0565714,0.92174876,-0.24669614,-1.2640105,0.21420361,0.32618693,1.1357265,-0.27123672,0.4727545,0.6839181,-0.16148965
UPS01,0.9518185,-0.34991273,0.24331674,0.3432761,1.0140718,-0.64498717,1.0756899,-1.9896221,0.8986137,-0.6910901,-0.10201413,1.2664853,1.632983,-0.12154298,1.7192265,-0.30777374,0.00666975,0.2254858,0.5818099,-0.9443161,-0.03878933,-0.3206632,-1.6375258,-0.09547744,0.2643137,-0.56237406,1.2667445,0.69470406,-2.5375724,-1.2193313,1.1071702,0.51256543,-0.37361145,-0.5483048,-1.0762811,1.1341771,0.41367579,0.5688297,0.4017539,-0.68422675,-0.22476836,-0.42123222,-2.888534,-1.9694612,-1.5811014,0.38168558,-1.4915786,-1.5582428,-1.6864773,0.26994023,-1.2286507,-0.20650859,1.5945109,0.45373413,-0.17207788,-2.7929323,-1.9932425,0.6300042,0.7502536,-1.7495834,0.5456856,-1.1838435,0.893377,1.0480157,2.5414603,-0.60674137,0.12656075,0.40126354,-0.6330665,1.6643467,0.06443064,-1.6154498,0.82752806,-1.1383818,-0.3493352,0.29560006,-0.63095975,0.699921,0.981903,-0.64803535,0.8267333,1.3738436,0.4377278,1.038535,2.5263667,-0.9890927,0.9441125,0.19526255,1.0973961,0.070457816,2.2025127,0.45484033,-1.8651882,-0.38716638,0.5883326,0.65340143,0.0498923,-0.371153,-1.5123441,0.177402
BOD16,-0.40110847,-0.527395,0.37757578,-0.30268624,1.0097417,-0.18334743,-0.28101262,-1.531687,-0.8994651,-0.85489196,0.4950946,0.54024357,1.3873345,0.13724406,0.80447733,-0.08260353,1.429804,0.4071475,1.6747078,-0.7377074,0.38020286,0.38129342,-1.2346896,0.53218603,1.6047595,-1.0985413,1.9776816,-0.09574212,-1.5744907,0.11881182,0.77808815,0.29994026,-0.6340551,0.27255708,-0.65798044,1.8015777,1.2465942,1.6470315,0.4597292,-0.3000193,1.1223505,0.38836628,-3.4993074,-1.0753832,-1.1469959,0.72858036,-1.7480944,-0.88588744,-2.482458,0.34843454,-0.5795256,-1.9695034,2.1792114,1.8314164,0.6111231,-2.288737,-2.0856805,0.7656887,0.5251387,-0.6093886,0.06699608,-0.30394116,0.30501607,1.42815,1.707231,-0.057437018,0.047006804,1.0475987,-0.048963107,1.5598801,-0.16904089,-1.7687256,0.27023646,0.9214417,0.18920834,0.63317275,-0.6977082,0.9598938,1.0235162,-1.168431,0.7809857,1.9110909,0.53512865,0.8141763,0.30643567,0.4527409,1.5590396,-0.64072275,1.1216953,0.16141282,1.7272884,0.12317852,-1.4517784,-0.67399156,-0.1472919,1.0468363,0.044136673,-0.2894283,-0.3026445,-1.0098096
BFC02,-0.01845566,0.46699744,-0.8702465,-0.337285,1.2699176,0.6930067,0.15808411,-0.8033389,-0.3494691,-0.0047819084,0.404913,0.036633376,0.99793386,0.497407,0.56642437,-0.881979,0.49552402,-0.68303424,1.2998042,-0.7294544,0.20666698,0.41834626,-0.5740653,-0.5438143,0.6943789,-2.3480556,1.5736219,0.4799035,-1.0264086,-0.7487448,0.49967754,0.86843723,0.28634894,0.004752323,1.0754515,1.9751754,0.555752,1.0359908,0.13612263,-1.0400916,0.24815005,0.08083404,-2.2791893,-0.118004225,-1.0789808,0.7942371,-2.2649121,-0.521923,-0.8503903,-0.8578605,0.37487784,-0.710215,0.41359714,0.9751201,0.6270765,-1.4449581,-1.5459478,0.8188448,0.4368688,-0.98609084,-0.3371093,-0.04561185,0.52175784,0.21848404,1.5299749,0.46356842,0.7147602,-0.33185968,0.1004025,1.5993217,-1.0044441,-1.7103322,-0.44999322,0.120776035,-1.3813958,0.17172107,-0.13128857,1.0790185,0.3905375,-1.5032152,0.45564827,1.6062379,0.7532985,-0.12136676,0.6712863,0.23880768,0.8967845,-1.0403816,0.2891609,0.07615548,1.6884261,-0.15690409,-0.8775656,-0.62487537,-0.26734516,0.7151279,0.09863359,0.028674634,-0.13447261,-0.006939292
UPS03,0.8821836,0.6098636,-0.6482073,0.77561563,-0.23382835,-1.3131278,0.041586526,-1.8284374,0.0139256045,-0.26639017,0.06992415,0.8325965,1.1380279,-0.6989638,-0.26451653,0.89477915,0.69677645,-0.18299656,1.1780757,-0.33032885,-0.09279815,1.0610905,-1.114095,0.6888884,1.6825821,-1.1491673,1.34161,0.19367221,0.5940362,-0.21650296,-0.5156817,1.6231552,-1.034248,0.41427502,-0.4553259,-0.09381477,1.5700029,1.657734,0.06358894,0.68650746,-0.032849535,0.046096582,-2.731267,-1.175436,-1.3748608,0.5002764,-1.4751903,-1.0063043,-1.3257159,-0.58199626,0.3463252,-0.0023057743,0.46120968,0.9685214,0.31758538,-2.4848347,-3.105609,0.2624936,-1.1369541,-2.176612,-0.54724723,-0.8776211,0.28699648,0.9054884,0.5103265,-0.65336865,0.3948877,1.1593273,0.93402886,2.293058,-1.2895873,-1.489204,0.34653375,0.14599134,-0.7528822,-1.0413764,-0.71602714,0.107873246,0.33968234,-1.2085513,0.31688422,2.0118713,-0.14525446,-0.36569354,0.6398645,-0.022601493,0.79653937,1.1041303,-0.26319075,0.232016,0.80934614,0.091122866,-0.98546267,-1.82477,0.56386775,2.4259667,-0.3661594,-0.2717246,-0.35771,1.7868936
