ID,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm
BFC06,15.035534,0.9605886,-3.3956265,-4.544269,6.1493196,2.6494007,-3.160609,-4.6138325,19.970938,0.6261429,-4.3536105,-3.729568,5.4615254,3.341153,-6.5002623,-2.2928057
SOU15,21.462456,0.70085996,14.435489,0.9290041,11.424045,1.0974066,0.091966756,182.47607,30.081785,0.38234302,11.8538065,1.2550399,12.015085,1.2456071,-7.959674,-2.019346
LYO14,9.943914,1.8510144,0.2473745,61.88735,11.720925,1.3704833,-4.869767,-3.2566888,16.021141,1.0752991,1.2061754,13.261314,12.757249,1.39831,-7.6992626,-2.2352166
UPS07,13.650569,1.2948062,19.053724,0.6997898,15.984626,0.962385,4.6561365,2.6591961,21.59463,0.66011596,20.02361,0.578046,19.209333,0.8648542,3.856729,3.5244653
SPC08,14.860868,0.8745211,6.8022666,2.1022177,12.021384,1.3003371,-7.0511847,-2.4895885,19.242584,0.6012367,5.7392893,2.7733257,9.694615,1.8298458,-14.712203,-1.1564326
UCA06,15.935333,1.4169434,3.151276,4.374324,5.562366,3.3549752,1.9097333,8.56158,27.457844,0.7299797,4.890549,2.9128778,10.474926,1.9457315,4.761652,3.9113703
POF02,20.442364,0.6897648,8.043049,1.4586271,6.215151,2.1063228,4.329083,3.3100798,28.497002,0.38950968,7.60439,1.6490527,9.405614,1.5750567,2.9080317,6.0638914
SOU13,20.038282,0.714893,17.206856,0.6833786,14.577699,0.9289172,4.787742,3.285961,27.293077,0.43319556,16.901299,0.7538504,16.134344,0.9855684,0.6795137,25.9255
LYO09,8.115087,1.9318023,-3.2420003,-4.415536,17.13638,0.98230964,-6.303522,-2.8145137,12.387273,1.2243822,-2.6737044,-5.321464,20.672113,0.853641,-9.337516,-2.0746899
OCM15,9.672847,1.6501075,29.216824,0.4062895,21.706964,0.5809973,2.145648,6.362264,16.508541,0.7878504,30.22876,0.3618668,24.015362,0.5671079,4.4587007,3.4067082
OCM19,6.509238,2.189688,32.01475,0.37024188,16.223396,0.80280405,-1.1828296,-10.938409,13.372111,0.9563016,32.10964,0.36758402,16.87184,0.89093673,0.40611714,36.40435
LYO02,14.242527,1.091356,-0.0978109,-124.900894,11.398854,1.1104342,9.21716,1.6268785,21.553724,0.5954957,1.8566471,6.2479057,13.204382,1.0526459,10.329238,1.6562879
ANT01,26.207026,0.49385965,8.428859,1.4777795,0.64836913,26.458351,-1.5261883,-10.747474,28.919563,0.3883848,7.8251534,1.6204195,0.3563186,49.936573,-2.7288606,-6.081028
LRE09,16.940155,0.5761943,-3.1005392,-4.387495,3.6722045,3.8554018,-9.662483,-1.6019669,18.796333,0.47698224,-4.3875284,-3.2333415,2.3326743,6.2031784,-12.490468,-1.2156955
BOD12,14.4221115,0.8839067,7.3815055,2.0471609,14.883748,1.0684588,-18.22085,-0.99436474,17.950104,0.6466492,4.4496613,3.5504596,15.281858,1.1538829,-24.640614,-0.7105202
BFC01,12.996597,1.0783087,2.924863,4.0389,14.015038,0.9672645,11.478801,1.1553798,20.190937,0.62147844,5.58071,2.2041352,16.945765,0.92184687,11.508158,1.4015744
UPS09,12.063033,1.2036879,12.178,1.2425344,7.4309416,2.2954931,-8.471617,-2.1025758,17.172037,0.72308433,10.148151,1.5618004,6.6722603,2.8846214,-13.949549,-1.2637533
OCM11,10.226887,1.7652369,35.03751,0.3700913,17.65185,0.7457687,-2.64844,-4.28593,18.44257,0.85901946,37.936245,0.27647546,19.621065,0.73449934,-1.874804,-6.5102744
CFE06,19.05482,0.5646375,16.26975,0.64071643,6.792474,1.8737042,-0.2341,-47.554493,21.924614,0.44317845,18.144283,0.54928553,6.615972,2.1298404,-1.5434655,-7.772494
UCA14,14.166159,1.0839529,6.2868285,1.9077843,5.4247594,2.637334,-5.139753,-2.8123047,21.74839,0.601531,8.461866,1.506736,9.021756,1.7116911,-8.090151,-2.0061107
SOU16,18.143667,0.71296436,16.36112,0.7072996,10.680379,1.2018819,2.8881586,5.260526,25.469175,0.4113007,15.233778,0.84364533,10.97958,1.4105998,-3.6278636,-4.3204474
LRE01,8.613982,1.3184861,1.5915593,10.16879,2.4623523,5.9386024,-14.27893,-1.1141685,10.790886,0.9588438,-0.4210484,-38.567616,1.6584727,8.933428,-18.332859,-0.8147396
OCM05,9.655851,1.6221249,26.83008,0.462635,20.191334,0.5655867,-3.7761052,-3.7719853,16.811487,0.8409149,27.167637,0.4303739,20.78552,0.6053154,-6.901887,-2.3169591
GRE03,13.78239,1.1410617,15.515942,0.897677,2.5449839,5.429395,-3.0102162,-4.9971943,21.679752,0.5771712,18.063494,0.71278584,1.635958,9.454923,-7.159079,-2.2415738
BFC10,7.0227633,2.0300336,6.2575974,2.3876896,13.881853,1.0586942,2.580472,6.2602954,14.601569,0.86878854,4.83673,3.2703745,13.590412,1.2873179,-3.6038108,-4.965305
OCM16,8.849686,1.4979435,21.277477,0.5851973,20.811281,0.6201886,-12.212459,-1.2300874,14.268522,0.7415065,19.53895,0.6645432,23.937346,0.56978106,-13.124019,-1.2695905
OCM09,10.166853,1.4083583,29.624039,0.46369913,19.022827,0.70276564,-6.0386276,-2.4522572,15.870187,0.74724084,32.019333,0.34367278,19.204317,0.8171799,-8.324172,-2.0448873
LYO13,8.231181,1.8652542,7.306507,1.9405541,11.809502,1.2582426,0.038067337,372.66867,13.49114,1.149042,12.828338,0.9496789,15.034235,1.1046641,-1.1452297,-14.63222
BOD11,18.066196,0.7293311,14.64225,0.81328475,16.105268,0.9748896,-13.702045,-1.094848,22.943747,0.46805286,14.306772,0.8212935,17.217644,1.0141541,-16.697971,-0.9333082
BRE03,16.721703,0.8623493,10.114406,1.4363296,7.502744,2.0447762,-4.544206,-3.1731977,22.568607,0.52665555,9.527787,1.4749131,7.164335,2.3479853,-7.4463086,-1.9795196
SOU11,20.163198,0.65546304,14.047297,0.77497876,16.511684,0.9094316,6.365853,2.1253316,27.71267,0.38886404,12.405573,0.96781254,19.56262,0.90203667,2.3464026,6.4916263
CFE01,27.718922,0.4420458,19.588215,0.57315534,17.607027,0.7111045,-0.23733188,-48.096622,30.854126,0.34682295,21.38507,0.47110727,19.71419,0.6368542,-0.8111531,-14.897155
LYO05,7.3571954,2.3868597,3.0396576,4.851922,14.661052,1.0982062,2.3551247,6.6609,12.461436,1.3179207,5.05089,2.55672,17.66783,0.93751276,1.5526681,11.176044
LOR08,16.064558,0.98163354,8.637532,1.6166598,13.320941,1.1931133,-5.2928486,-2.4000971,21.367498,0.6167213,8.996145,1.5604396,11.960885,1.4413579,-6.815151,-1.9631687
UCA12,12.504692,1.5159775,-5.460406,-3.427714,8.297324,2.3188593,-12.110338,-1.4594932,18.025566,0.9649863,-8.3200655,-2.281503,10.009151,1.9998165,-16.228882,-1.081167
ALS01,19.475792,0.77269685,8.793078,1.8984717,6.326611,2.3678567,-11.039172,-1.3903854,24.476213,0.5298242,7.6506557,2.3163853,7.0027337,2.3548603,-14.394513,-1.0959599
GRE08,10.830988,1.3355751,19.537746,0.5446859,6.3730707,2.2077878,-6.7064023,-2.5440257,16.616898,0.7167494,22.472828,0.4016585,6.4878116,2.4129374,-10.576364,-1.7518752
LYO03,20.261164,0.8246533,3.0537097,4.374501,18.111353,0.7882538,4.375856,3.1946044,28.52313,0.44363746,5.275703,2.1440105,21.193823,0.69612974,5.384913,2.8740902
SPC07,18.596619,0.7466276,4.048812,3.9554594,16.90769,0.88980144,-9.000965,-2.0914211,23.036142,0.553869,2.4156034,7.254371,17.463324,0.9546195,-15.041255,-1.2668741
SOU02,18.265228,0.75160927,17.844275,0.7231912,14.480217,0.9020697,4.496365,3.6835518,25.64033,0.45237535,17.88613,0.79945123,16.517859,0.9149294,-2.0970051,-8.365631
