ID,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
CFE11,0.157303370786517,0.5,0.0263653483992467,0.5,0.0263653483992467,0,0,0,0,0.0561797752808989
CFE07,0.134615384615385,0.518518518518519,0.0252707581227437,0.518518518518519,0.0252707581227437,0,0,0,0,0.0480769230769231
CFE02,0.193181818181818,0.566666666666667,0.04,0.566666666666667,0.04,0,0,0,0,0.0795454545454545
CFE03,0.0925925925925926,0.277777777777778,0.0180505415162455,0.277777777777778,0.0180505415162455,0,0,0,0,0.0185185185185185
CFE01,0.204301075268817,0.612903225806452,0.0313014827018122,0.612903225806452,0.0313014827018122,0,0,0,0,0.0860215053763441
CFE05,0.107142857142857,0.310344827586207,0.0166358595194085,0.310344827586207,0.0166358595194085,0,0,0,0,0.0595238095238095
CFE08,0.0792079207920792,0.242424242424242,0.0159680638722555,0.242424242424242,0.0159680638722555,0,0,0,0,0.0297029702970297
CFE06,0.1,0.285714285714286,0.0169851380042463,0.285714285714286,0.0169851380042463,0,0,0,0,0.075
BFC04,0.12621359223301,0.464285714285714,0.0250481695568401,0.464285714285714,0.0250481695568401,0,0,0,0,0.0194174757281553
BFC06,0.0535714285714286,0.24,0.0106951871657754,0.24,0.0106951871657754,0,0,0,0,0.0982142857142857
BFC01,0.272727272727273,0.558139534883721,0.0375586854460094,0.558139534883721,0.0375586854460094,0,0,0,0,0.113636363636364
BFC10,0.0823529411764706,0.304347826086957,0.0151515151515152,0.304347826086957,0.0151515151515152,0,0,0,0,0.0588235294117647
BFC09,0.0909090909090909,0.391304347826087,0.0173410404624277,0.391304347826087,0.0173410404624277,0,0,0,0,0.0505050505050505
BFC07,0.0714285714285714,0.333333333333333,0.0142517814726841,0.333333333333333,0.0142517814726841,0,0,0,0,0.119047619047619
BFC03,0.0958904109589041,0.388888888888889,0.0196078431372549,0.388888888888889,0.0196078431372549,0,0,0,0,0.0547945205479452
BFC02,0.1,0.285714285714286,0.0168634064080944,0.285714285714286,0.0168634064080944,0,0,0,0,0.2
BFC05,0.181818181818182,0.615384615384615,0.0307692307692308,0.615384615384615,0.0307692307692308,0,0,0,0,0.0909090909090909
BFC08,0.0879120879120879,0.380952380952381,0.0159362549800797,0.380952380952381,0.0159362549800797,0,0,0,0,0.164835164835165
SPC10,0.269662921348315,0.615384615384615,0.0396694214876033,0.615384615384615,0.0396694214876033,0,0,0,0,0.0224719101123596
SPC08,0.11,0.282051282051282,0.0230125523012552,0.282051282051282,0.0230125523012552,0,0,0,0,0.02
SPC07,0.224489795918367,0.647058823529412,0.0394973070017953,0.647058823529412,0.0394973070017953,0,0,0,0,0.0714285714285714
SPC02,0.0849056603773585,0.243243243243243,0.0158730158730159,0.243243243243243,0.0158730158730159,0,0,0,0,0.0188679245283019
SPC01,0.123595505617978,0.44,0.0224489795918367,0.44,0.0224489795918367,0,0,0,0,0.179775280898876
SPC12,0.144144144144144,0.551724137931035,0.0273972602739726,0.551724137931035,0.0273972602739726,0,0,0,0,0.027027027027027
SPC05,0.131313131313131,0.419354838709677,0.022887323943662,0.419354838709677,0.022887323943662,0,0,0,0,0.151515151515152
SPC11,0.149425287356322,0.541666666666667,0.0287610619469027,0.541666666666667,0.0287610619469027,0,0,0,0,0.0459770114942529
SPC09,0.0149253731343284,0.0344827586206897,0.0026246719160105,0.0344827586206897,0.0026246719160105,0,0,0,0,0.0597014925373134
SPC04,0.230769230769231,0.585365853658537,0.0396039603960396,0.585365853658537,0.0396039603960396,0,0,0,0,0.105769230769231
SPC06,0.155555555555556,0.411764705882353,0.0275590551181102,0.411764705882353,0.0275590551181102,0,0,0,0,0.0555555555555556
SPC03,0.153846153846154,0.583333333333333,0.0305010893246187,0.583333333333333,0.0305010893246187,0,0,0,0,0.0659340659340659
